	words	D.Copperfield	Q.Universe	U.Physics	A.Brain	Youth	Total
6667	bury	2.0	0.0	0.0	0.0	0.0	2.0
8292	burns	2.0	0.0	0.0	0.0	0.0	2.0
7922	burly	2.0	0.0	0.0	0.0	0.0	2.0
15050	burger	0.0	2.0	0.0	0.0	0.0	2.0
21639	bunctious	0.0	0.0	0.0	2.0	0.0	2.0
10890	bumps	1.0	0.0	1.0	0.0	0.0	2.0
7837	bumpers	2.0	0.0	0.0	0.0	0.0	2.0
8256	bulwarks	2.0	0.0	0.0	0.0	0.0	2.0
21469	bullying	0.0	0.0	0.0	2.0	0.0	2.0
21572	bulls	0.0	0.0	0.0	2.0	0.0	2.0
14024	bulky	1.0	0.0	0.0	1.0	0.0	2.0
17596	buildup	0.0	1.0	0.0	0.0	1.0	2.0
19345	builds	0.0	0.0	1.0	1.0	0.0	2.0
15218	bugœinfested	0.0	2.0	0.0	0.0	0.0	2.0
7859	bucking	2.0	0.0	0.0	0.0	0.0	2.0
13893	brutal	1.0	0.0	0.0	1.0	0.0	2.0
7321	brushes	2.0	0.0	0.0	0.0	0.0	2.0
18693	browser	0.0	0.0	2.0	0.0	0.0	2.0
21465	broca	0.0	0.0	0.0	2.0	0.0	2.0
6233	broached	2.0	0.0	0.0	0.0	0.0	2.0
23697	brno	0.0	0.0	0.0	0.0	2.0	2.0
21440	britannica	0.0	0.0	0.0	2.0	0.0	2.0
13544	britain	1.0	0.0	0.0	0.0	1.0	2.0
6454	bristling	2.0	0.0	0.0	0.0	0.0	2.0
15121	bristle	0.0	2.0	0.0	0.0	0.0	2.0
7181	brim	2.0	0.0	0.0	0.0	0.0	2.0
6676	brightening	2.0	0.0	0.0	0.0	0.0	2.0
14991	bridgesšthe	0.0	2.0	0.0	0.0	0.0	2.0
7872	bribe	2.0	0.0	0.0	0.0	0.0	2.0
17927	brews	0.0	1.0	0.0	0.0	1.0	2.0
10925	brewing	1.0	0.0	0.0	0.0	1.0	2.0
21799	breuer	0.0	0.0	0.0	2.0	0.0	2.0
17958	breisachbaselgeneva	0.0	1.0	0.0	0.0	1.0	2.0
8244	breakers	2.0	0.0	0.0	0.0	0.0	2.0
8106	breach	2.0	0.0	0.0	0.0	0.0	2.0
21492	brdu	0.0	0.0	0.0	2.0	0.0	2.0
7590	braving	2.0	0.0	0.0	0.0	0.0	2.0
21608	brainwashing	0.0	0.0	0.0	2.0	0.0	2.0
21430	brainjudith	0.0	0.0	0.0	2.0	0.0	2.0
6355	boxed	2.0	0.0	0.0	0.0	0.0	2.0
11686	bower	1.0	0.0	0.0	0.0	1.0	2.0
8939	bounded	1.0	0.0	1.0	0.0	0.0	2.0
9050	bounced	1.0	0.0	0.0	0.0	1.0	2.0
17116	bou	0.0	1.0	1.0	0.0	0.0	2.0
10061	bottoms	1.0	0.0	1.0	0.0	0.0	2.0
11396	bottled	1.0	0.0	0.0	1.0	0.0	2.0
18592	botany	0.0	0.0	2.0	0.0	0.0	2.0
18593	botanists	0.0	0.0	2.0	0.0	0.0	2.0
18641	bosons	0.0	0.0	2.0	0.0	0.0	2.0
13229	borrowing	1.0	0.0	1.0	0.0	0.0	2.0
6491	borough	2.0	0.0	0.0	0.0	0.0	2.0
10084	bored	1.0	0.0	0.0	1.0	0.0	2.0
13133	bor	1.0	0.0	1.0	0.0	0.0	2.0
21448	boomer	0.0	0.0	0.0	2.0	0.0	2.0
23880	boom	0.0	0.0	0.0	0.0	2.0	2.0
6790	bookstall	2.0	0.0	0.0	0.0	0.0	2.0
21793	bookheimer	0.0	0.0	0.0	2.0	0.0	2.0
7003	bookcase	2.0	0.0	0.0	0.0	0.0	2.0
21508	bonus	0.0	0.0	0.0	2.0	0.0	2.0
6199	bolting	2.0	0.0	0.0	0.0	0.0	2.0
6118	bolted	2.0	0.0	0.0	0.0	0.0	2.0
6481	boisterous	2.0	0.0	0.0	0.0	0.0	2.0
7666	boiler	2.0	0.0	0.0	0.0	0.0	2.0
6113	boast	2.0	0.0	0.0	0.0	0.0	2.0
6769	boarding	2.0	0.0	0.0	0.0	0.0	2.0
6996	boarded	2.0	0.0	0.0	0.0	0.0	2.0
7356	blundering	2.0	0.0	0.0	0.0	0.0	2.0
7630	blun	2.0	0.0	0.0	0.0	0.0	2.0
21490	blueberries	0.0	0.0	0.0	2.0	0.0	2.0
7068	blots	2.0	0.0	0.0	0.0	0.0	2.0
7502	blossoms	2.0	0.0	0.0	0.0	0.0	2.0
6424	bloonderstone	2.0	0.0	0.0	0.0	0.0	2.0
16945	blooms	0.0	1.0	1.0	0.0	0.0	2.0
7025	bloodshot	2.0	0.0	0.0	0.0	0.0	2.0
20270	blocker	0.0	0.0	1.0	1.0	0.0	2.0
21605	blockage	0.0	0.0	0.0	2.0	0.0	2.0
12749	blinded	1.0	0.0	0.0	0.0	1.0	2.0
9045	blankets	1.0	1.0	0.0	0.0	0.0	2.0
10670	blanket	1.0	0.0	0.0	0.0	1.0	2.0
7103	bland	2.0	0.0	0.0	0.0	0.0	2.0
13918	blades	1.0	1.0	0.0	0.0	0.0	2.0
10810	blacking	1.0	0.0	0.0	1.0	0.0	2.0
6222	blacker	2.0	0.0	0.0	0.0	0.0	2.0
18688	björk	0.0	0.0	2.0	0.0	0.0	2.0
6296	bitterness	2.0	0.0	0.0	0.0	0.0	2.0
7670	bitterest	2.0	0.0	0.0	0.0	0.0	2.0
6484	biscuits	2.0	0.0	0.0	0.0	0.0	2.0
21571	birthdays	0.0	0.0	0.0	2.0	0.0	2.0
17956	birdwatching	0.0	1.0	0.0	0.0	1.0	2.0
23686	birdsong	0.0	0.0	0.0	0.0	2.0	2.0
18793	bipedal	0.0	0.0	2.0	0.0	0.0	2.0
14844	bioterror	0.0	2.0	0.0	0.0	0.0	2.0
15159	biopsies	0.0	2.0	0.0	0.0	0.0	2.0
23768	biophysicist	0.0	0.0	0.0	0.0	2.0	2.0
15360	biomimetics	0.0	2.0	0.0	0.0	0.0	2.0
19856	biomarker	0.0	0.0	1.0	0.0	1.0	2.0
17770	bioluminescent	0.0	1.0	1.0	0.0	0.0	2.0
17758	biologi	0.0	1.0	0.0	0.0	1.0	2.0
23037	biochemists	0.0	0.0	0.0	1.0	1.0	2.0
21954	bike	0.0	0.0	0.0	1.0	1.0	2.0
8060	bewailing	2.0	0.0	0.0	0.0	0.0	2.0
6706	betimes	2.0	0.0	0.0	0.0	0.0	2.0
7564	bestowing	2.0	0.0	0.0	0.0	0.0	2.0
17906	bestial	0.0	1.0	0.0	0.0	1.0	2.0
6975	bespoke	2.0	0.0	0.0	0.0	0.0	2.0
7885	beseeching	2.0	0.0	0.0	0.0	0.0	2.0
18810	berlin	0.0	0.0	2.0	0.0	0.0	2.0
7638	bequeathed	2.0	0.0	0.0	0.0	0.0	2.0
7742	benignantly	2.0	0.0	0.0	0.0	0.0	2.0
6965	benighted	2.0	0.0	0.0	0.0	0.0	2.0
7725	benevolence	2.0	0.0	0.0	0.0	0.0	2.0
7274	benefactor	2.0	0.0	0.0	0.0	0.0	2.0
21479	bene	0.0	0.0	0.0	2.0	0.0	2.0
6437	bellows	2.0	0.0	0.0	0.0	0.0	2.0
18249	believer	0.0	1.0	0.0	0.0	1.0	2.0
15119	bekenstein	0.0	2.0	0.0	0.0	0.0	2.0
15421	bejan	0.0	2.0	0.0	0.0	0.0	2.0
21642	bein	0.0	0.0	0.0	2.0	0.0	2.0
7459	beholding	2.0	0.0	0.0	0.0	0.0	2.0
20071	behemoths	0.0	0.0	1.0	0.0	1.0	2.0
16488	behaved	0.0	1.0	0.0	0.0	1.0	2.0
20183	behav	0.0	0.0	1.0	0.0	1.0	2.0
23751	begall	0.0	0.0	0.0	0.0	2.0	2.0
7694	befell	2.0	0.0	0.0	0.0	0.0	2.0
18903	beetle	0.0	0.0	2.0	0.0	0.0	2.0
7052	bees	2.0	0.0	0.0	0.0	0.0	2.0
21695	beep	0.0	0.0	0.0	2.0	0.0	2.0
8226	bedside	2.0	0.0	0.0	0.0	0.0	2.0
7963	bedrooms	2.0	0.0	0.0	0.0	0.0	2.0
15224	bedfellows	0.0	2.0	0.0	0.0	0.0	2.0
6309	bedclothes	2.0	0.0	0.0	0.0	0.0	2.0
21558	beatles	0.0	0.0	0.0	2.0	0.0	2.0
8259	bearer	2.0	0.0	0.0	0.0	0.0	2.0
9018	beamed	1.0	0.0	0.0	0.0	1.0	2.0
23765	beaks	0.0	0.0	0.0	0.0	2.0	2.0
18648	bays	0.0	0.0	2.0	0.0	0.0	2.0
19039	battling	0.0	0.0	1.0	0.0	1.0	2.0
19282	battles	0.0	0.0	1.0	0.0	1.0	2.0
8252	batter	2.0	0.0	0.0	0.0	0.0	2.0
21748	bathes	0.0	0.0	0.0	2.0	0.0	2.0
23783	batches	0.0	0.0	0.0	0.0	2.0	2.0
12204	bat	1.0	1.0	0.0	0.0	0.0	2.0
13592	bases	1.0	0.0	0.0	1.0	0.0	2.0
18697	barry	0.0	0.0	2.0	0.0	0.0	2.0
6208	barrel	2.0	0.0	0.0	0.0	0.0	2.0
18747	barolo	0.0	0.0	2.0	0.0	0.0	2.0
7518	barmaid	2.0	0.0	0.0	0.0	0.0	2.0
15354	barker	0.0	2.0	0.0	0.0	0.0	2.0
12896	bared	1.0	0.0	0.0	1.0	0.0	2.0
15209	barbados	0.0	2.0	0.0	0.0	0.0	2.0
21581	baptist	0.0	0.0	0.0	2.0	0.0	2.0
6498	banquet	2.0	0.0	0.0	0.0	0.0	2.0
21782	banned	0.0	0.0	0.0	2.0	0.0	2.0
7822	banks	2.0	0.0	0.0	0.0	0.0	2.0
6492	bankrupt	2.0	0.0	0.0	0.0	0.0	2.0
7709	banknotes	2.0	0.0	0.0	0.0	0.0	2.0
21514	banish	0.0	0.0	0.0	2.0	0.0	2.0
19667	balls	0.0	0.0	1.0	0.0	1.0	2.0
21521	balboa	0.0	0.0	0.0	2.0	0.0	2.0
12686	bal	1.0	0.0	1.0	0.0	0.0	2.0
8991	baited	1.0	1.0	0.0	0.0	0.0	2.0
9359	bail	1.0	0.0	0.0	1.0	0.0	2.0
18771	bahn	0.0	0.0	2.0	0.0	0.0	2.0
15299	bahia	0.0	2.0	0.0	0.0	0.0	2.0
18649	bahamense	0.0	0.0	2.0	0.0	0.0	2.0
15413	bahai	0.0	2.0	0.0	0.0	0.0	2.0
12042	backing	1.0	0.0	1.0	0.0	0.0	2.0
7232	backgammon	2.0	0.0	0.0	0.0	0.0	2.0
6428	backed	2.0	0.0	0.0	0.0	0.0	2.0
6762	babylon	2.0	0.0	0.0	0.0	0.0	2.0
6121	baboon	2.0	0.0	0.0	0.0	0.0	2.0
6382	azackly	2.0	0.0	0.0	0.0	0.0	2.0
23722	ayerst	0.0	0.0	0.0	0.0	2.0	2.0
7811	axe	2.0	0.0	0.0	0.0	0.0	2.0
20800	awesome	0.0	0.0	1.0	1.0	0.0	2.0
7036	avowed	2.0	0.0	0.0	0.0	0.0	2.0
7093	avoured	2.0	0.0	0.0	0.0	0.0	2.0
8145	avocations	2.0	0.0	0.0	0.0	0.0	2.0
18741	aviv	0.0	0.0	2.0	0.0	0.0	2.0
23756	avian	0.0	0.0	0.0	0.0	2.0	2.0
17046	averages	0.0	1.0	0.0	1.0	0.0	2.0
19968	aver	0.0	0.0	1.0	0.0	1.0	2.0
8147	avenging	2.0	0.0	0.0	0.0	0.0	2.0
6903	avenged	2.0	0.0	0.0	0.0	0.0	2.0
7892	avaricious	2.0	0.0	0.0	0.0	0.0	2.0
7371	availed	2.0	0.0	0.0	0.0	0.0	2.0
18924	automotive	0.0	0.0	2.0	0.0	0.0	2.0
15062	autoimmune	0.0	2.0	0.0	0.0	0.0	2.0
20186	autobiographical	0.0	0.0	1.0	0.0	1.0	2.0
20175	auto	0.0	0.0	1.0	0.0	1.0	2.0
18888	authentication	0.0	0.0	2.0	0.0	0.0	2.0
13203	australian	1.0	0.0	0.0	0.0	1.0	2.0
6331	austere	2.0	0.0	0.0	0.0	0.0	2.0
23729	austad	0.0	0.0	0.0	0.0	2.0	2.0
6754	auspiciously	2.0	0.0	0.0	0.0	0.0	2.0
7311	aunting	2.0	0.0	0.0	0.0	0.0	2.0
13222	augment	1.0	0.0	0.0	0.0	1.0	2.0
9321	audience	1.0	0.0	0.0	1.0	0.0	2.0
15656	auckland	0.0	1.0	0.0	0.0	1.0	2.0
18796	auca	0.0	0.0	2.0	0.0	0.0	2.0
15027	attributes	0.0	2.0	0.0	0.0	0.0	2.0
13869	attribute	1.0	0.0	0.0	0.0	1.0	2.0
17799	attracts	0.0	1.0	1.0	0.0	0.0	2.0
9728	attractive	1.0	0.0	0.0	0.0	1.0	2.0
17113	attractants	0.0	1.0	1.0	0.0	0.0	2.0
13695	attorneys	1.0	0.0	0.0	1.0	0.0	2.0
6738	attired	2.0	0.0	0.0	0.0	0.0	2.0
7786	attire	2.0	0.0	0.0	0.0	0.0	2.0
8211	attested	2.0	0.0	0.0	0.0	0.0	2.0
8089	attering	2.0	0.0	0.0	0.0	0.0	2.0
11410	attenuation	1.0	0.0	0.0	1.0	0.0	2.0
7731	attentions	2.0	0.0	0.0	0.0	0.0	2.0
8042	attends	2.0	0.0	0.0	0.0	0.0	2.0
20338	attaches	0.0	0.0	1.0	1.0	0.0	2.0
19801	atrophy	0.0	0.0	1.0	1.0	0.0	2.0
21807	atp	0.0	0.0	0.0	2.0	0.0	2.0
7584	atonement	2.0	0.0	0.0	0.0	0.0	2.0
17362	atm	0.0	1.0	0.0	0.0	1.0	2.0
19486	atlanta	0.0	0.0	1.0	0.0	1.0	2.0
8178	athwart	2.0	0.0	0.0	0.0	0.0	2.0
7290	asunder	2.0	0.0	0.0	0.0	0.0	2.0
23742	astrophysicists	0.0	0.0	0.0	0.0	2.0	2.0
15122	astronomer	0.0	2.0	0.0	0.0	0.0	2.0
15859	astro	0.0	1.0	0.0	0.0	1.0	2.0
19627	astounding	0.0	0.0	1.0	1.0	0.0	2.0
8629	astound	1.0	1.0	0.0	0.0	0.0	2.0
6693	aston	2.0	0.0	0.0	0.0	0.0	2.0
6685	assuredly	2.0	0.0	0.0	0.0	0.0	2.0
7011	assurances	2.0	0.0	0.0	0.0	0.0	2.0
16749	assumptions	0.0	1.0	0.0	0.0	1.0	2.0
7646	asso	2.0	0.0	0.0	0.0	0.0	2.0
17911	assimilation	0.0	1.0	0.0	0.0	1.0	2.0
17863	assigning	0.0	1.0	0.0	0.0	1.0	2.0
11814	assets	1.0	0.0	0.0	0.0	1.0	2.0
14959	assessments	0.0	2.0	0.0	0.0	0.0	2.0
13993	assembly	1.0	0.0	0.0	0.0	1.0	2.0
20127	assaults	0.0	0.0	1.0	0.0	1.0	2.0
7942	aspirations	2.0	0.0	0.0	0.0	0.0	2.0
8018	aspersions	2.0	0.0	0.0	0.0	0.0	2.0
15865	asian	0.0	1.0	0.0	0.0	1.0	2.0
8098	ashing	2.0	0.0	0.0	0.0	0.0	2.0
7714	ascertained	2.0	0.0	0.0	0.0	0.0	2.0
6608	ascended	2.0	0.0	0.0	0.0	0.0	2.0
21826	artiﬁcial	0.0	0.0	0.0	2.0	0.0	2.0
17812	artists	0.0	1.0	0.0	1.0	0.0	2.0
11213	articulate	1.0	0.0	0.0	1.0	0.0	2.0
6443	articial	2.0	0.0	0.0	0.0	0.0	2.0
6724	artice	2.0	0.0	0.0	0.0	0.0	2.0
8182	arternoon	2.0	0.0	0.0	0.0	0.0	2.0
15312	ars	0.0	2.0	0.0	0.0	0.0	2.0
12779	arrows	1.0	0.0	0.0	1.0	0.0	2.0
7140	arrives	2.0	0.0	0.0	0.0	0.0	2.0
7393	arrang	2.0	0.0	0.0	0.0	0.0	2.0
9751	aroused	1.0	0.0	0.0	1.0	0.0	2.0
21638	aromatherapy	0.0	0.0	0.0	2.0	0.0	2.0
18864	aromas	0.0	0.0	2.0	0.0	0.0	2.0
6737	armour	2.0	0.0	0.0	0.0	0.0	2.0
14832	armor	0.0	2.0	0.0	0.0	0.0	2.0
18003	armchair	0.0	1.0	1.0	0.0	0.0	2.0
6851	arks	2.0	0.0	0.0	0.0	0.0	2.0
8535	ark	1.0	0.0	0.0	0.0	1.0	2.0
21773	aristotle	0.0	0.0	0.0	2.0	0.0	2.0
21529	aricept	0.0	0.0	0.0	2.0	0.0	2.0
8216	arduous	2.0	0.0	0.0	0.0	0.0	2.0
7313	archly	2.0	0.0	0.0	0.0	0.0	2.0
17369	archive	0.0	1.0	0.0	0.0	1.0	2.0
18913	architect	0.0	0.0	2.0	0.0	0.0	2.0
11696	arbitrary	1.0	0.0	0.0	0.0	1.0	2.0
6348	arabian	2.0	0.0	0.0	0.0	0.0	2.0
23822	ar	0.0	0.0	0.0	0.0	2.0	2.0
8082	aprons	2.0	0.0	0.0	0.0	0.0	2.0
16579	approxi	0.0	1.0	1.0	0.0	0.0	2.0
7042	approvingly	2.0	0.0	0.0	0.0	0.0	2.0
12974	approving	1.0	0.0	0.0	1.0	0.0	2.0
13036	appreciate	1.0	0.0	1.0	0.0	0.0	2.0
18233	appreciable	0.0	1.0	0.0	0.0	1.0	2.0
7752	appointing	2.0	0.0	0.0	0.0	0.0	2.0
18139	applies	0.0	1.0	1.0	0.0	0.0	2.0
11327	applaud	1.0	0.0	1.0	0.0	0.0	2.0
10533	appetites	1.0	0.0	1.0	0.0	0.0	2.0
8094	appearances	2.0	0.0	0.0	0.0	0.0	2.0
11886	appeals	1.0	1.0	0.0	0.0	0.0	2.0
11183	appealingly	1.0	0.0	0.0	1.0	0.0	2.0
7827	appealed	2.0	0.0	0.0	0.0	0.0	2.0
6774	apparition	2.0	0.0	0.0	0.0	0.0	2.0
8070	apologize	2.0	0.0	0.0	0.0	0.0	2.0
8167	apologies	2.0	0.0	0.0	0.0	0.0	2.0
7202	apologetic	2.0	0.0	0.0	0.0	0.0	2.0
18905	aphrodita	0.0	0.0	2.0	0.0	0.0	2.0
17901	apes	0.0	1.0	0.0	0.0	1.0	2.0
8588	apartments	1.0	0.0	0.0	0.0	1.0	2.0
23645	apa	0.0	0.0	0.0	0.0	2.0	2.0
7291	aoat	2.0	0.0	0.0	0.0	0.0	2.0
6688	anyways	2.0	0.0	0.0	0.0	0.0	2.0
11067	anyway	1.0	1.0	0.0	0.0	0.0	2.0
20163	anytime	0.0	0.0	1.0	1.0	0.0	2.0
6613	anx	2.0	0.0	0.0	0.0	0.0	2.0
21787	antoine	0.0	0.0	0.0	2.0	0.0	2.0
17328	antiquated	0.0	1.0	1.0	0.0	0.0	2.0
21507	antioxidants	0.0	0.0	0.0	2.0	0.0	2.0
19467	antimicrobials	0.0	0.0	1.0	0.0	1.0	2.0
18711	antibiotic	0.0	0.0	2.0	0.0	0.0	2.0
21548	anthes	0.0	0.0	0.0	2.0	0.0	2.0
8132	annum	2.0	0.0	0.0	0.0	0.0	2.0
8073	annoyed	2.0	0.0	0.0	0.0	0.0	2.0
8240	annoyance	2.0	0.0	0.0	0.0	0.0	2.0
6522	annoy	2.0	0.0	0.0	0.0	0.0	2.0
7829	announcing	2.0	0.0	0.0	0.0	0.0	2.0
10267	announce	1.0	0.0	0.0	0.0	1.0	2.0
21631	anks	0.0	0.0	0.0	2.0	0.0	2.0
6444	angular	2.0	0.0	0.0	0.0	0.0	2.0
10753	anguish	1.0	0.0	1.0	0.0	0.0	2.0
7539	anciently	2.0	0.0	0.0	0.0	0.0	2.0
14983	ancestral	0.0	2.0	0.0	0.0	0.0	2.0
16901	analyzes	0.0	1.0	0.0	1.0	0.0	2.0
19355	analyst	0.0	0.0	1.0	0.0	1.0	2.0
18724	analogous	0.0	0.0	2.0	0.0	0.0	2.0
8033	amusements	2.0	0.0	0.0	0.0	0.0	2.0
6893	amply	2.0	0.0	0.0	0.0	0.0	2.0
21824	ampliﬁes	0.0	0.0	0.0	2.0	0.0	2.0
19432	amplifying	0.0	0.0	1.0	1.0	0.0	2.0
21814	amp	0.0	0.0	0.0	2.0	0.0	2.0
6542	amidst	2.0	0.0	0.0	0.0	0.0	2.0
15170	americas	0.0	2.0	0.0	0.0	0.0	2.0
13889	amer	1.0	0.0	0.0	0.0	1.0	2.0
16181	amen	0.0	1.0	0.0	1.0	0.0	2.0
11963	ambi	1.0	0.0	1.0	0.0	0.0	2.0
23643	alumni	0.0	0.0	0.0	0.0	2.0	2.0
17412	altitudes	0.0	1.0	0.0	0.0	1.0	2.0
18878	altitude	0.0	0.0	2.0	0.0	0.0	2.0
17061	alternatively	0.0	1.0	0.0	0.0	1.0	2.0
7644	alternately	2.0	0.0	0.0	0.0	0.0	2.0
21543	alterations	0.0	0.0	0.0	2.0	0.0	2.0
13584	alps	1.0	0.0	1.0	0.0	0.0	2.0
17919	alpine	0.0	1.0	0.0	0.0	1.0	2.0
18685	alm	0.0	0.0	2.0	0.0	0.0	2.0
6151	allied	2.0	0.0	0.0	0.0	0.0	2.0
21679	allegory	0.0	0.0	0.0	2.0	0.0	2.0
9585	allegorical	1.0	0.0	0.0	0.0	1.0	2.0
15434	allegedly	0.0	2.0	0.0	0.0	0.0	2.0
23774	alignment	0.0	0.0	0.0	0.0	2.0	2.0
23819	algorithms	0.0	0.0	0.0	0.0	2.0	2.0
23813	algo	0.0	0.0	0.0	0.0	2.0	2.0
20956	algebra	0.0	0.0	1.0	0.0	1.0	2.0
23174	alfred	0.0	0.0	0.0	1.0	1.0	2.0
18636	alexander	0.0	0.0	2.0	0.0	0.0	2.0
21598	alertness	0.0	0.0	0.0	2.0	0.0	2.0
23780	alerted	0.0	0.0	0.0	0.0	2.0	2.0
18689	album	0.0	0.0	2.0	0.0	0.0	2.0
23869	albedo	0.0	0.0	0.0	0.0	2.0	2.0
15414	alastair	0.0	2.0	0.0	0.0	0.0	2.0
7263	alas	2.0	0.0	0.0	0.0	0.0	2.0
21815	alamus	0.0	0.0	0.0	2.0	0.0	2.0
6638	alacrity	2.0	0.0	0.0	0.0	0.0	2.0
7966	akes	2.0	0.0	0.0	0.0	0.0	2.0
6192	aisle	2.0	0.0	0.0	0.0	0.0	2.0
7895	airing	2.0	0.0	0.0	0.0	0.0	2.0
13321	ailing	1.0	0.0	0.0	1.0	0.0	2.0
19484	aids	0.0	0.0	1.0	1.0	0.0	2.0
13750	aiding	1.0	0.0	1.0	0.0	0.0	2.0
23877	ai	0.0	0.0	0.0	0.0	2.0	2.0
17928	aha	0.0	1.0	0.0	0.0	1.0	2.0
23707	ah	0.0	0.0	0.0	0.0	2.0	2.0
8980	ague	1.0	0.0	1.0	0.0	0.0	2.0
17453	agricul	0.0	1.0	0.0	0.0	1.0	2.0
19006	agri	0.0	0.0	1.0	0.0	1.0	2.0
7880	agreeing	2.0	0.0	0.0	0.0	0.0	2.0
7135	agonies	2.0	0.0	0.0	0.0	0.0	2.0
18807	agoappearance	0.0	0.0	2.0	0.0	0.0	2.0
7369	agita	2.0	0.0	0.0	0.0	0.0	2.0
9391	agin	1.0	0.0	0.0	1.0	0.0	2.0
17700	aggregates	0.0	1.0	0.0	0.0	1.0	2.0
6461	aggravated	2.0	0.0	0.0	0.0	0.0	2.0
17910	africaﬂ	0.0	1.0	0.0	0.0	1.0	2.0
12910	afoot	1.0	0.0	0.0	0.0	1.0	2.0
20226	afghanistan	0.0	0.0	1.0	0.0	1.0	2.0
23735	af	0.0	0.0	0.0	0.0	2.0	2.0
16986	aerosols	0.0	1.0	0.0	0.0	1.0	2.0
15186	aerosol	0.0	2.0	0.0	0.0	0.0	2.0
6696	aernoons	2.0	0.0	0.0	0.0	0.0	2.0
15198	aeolian	0.0	2.0	0.0	0.0	0.0	2.0
23778	aelst	0.0	0.0	0.0	0.0	2.0	2.0
15416	adélie	0.0	2.0	0.0	0.0	0.0	2.0
15920	advisory	0.0	1.0	1.0	0.0	0.0	2.0
10941	advertise	1.0	1.0	0.0	0.0	0.0	2.0
13776	adversary	1.0	1.0	0.0	0.0	0.0	2.0
21537	advers	0.0	0.0	0.0	2.0	0.0	2.0
7878	advancement	2.0	0.0	0.0	0.0	0.0	2.0
8199	advanc	2.0	0.0	0.0	0.0	0.0	2.0
23668	advan	0.0	0.0	0.0	0.0	2.0	2.0
17643	adulthood	0.0	1.0	0.0	1.0	0.0	2.0
15420	adrian	0.0	2.0	0.0	0.0	0.0	2.0
7934	adorning	2.0	0.0	0.0	0.0	0.0	2.0
8024	adorned	2.0	0.0	0.0	0.0	0.0	2.0
7838	adorn	2.0	0.0	0.0	0.0	0.0	2.0
23270	adoption	0.0	0.0	0.0	1.0	1.0	2.0
6954	admonition	2.0	0.0	0.0	0.0	0.0	2.0
6805	admitting	2.0	0.0	0.0	0.0	0.0	2.0
7931	admiringly	2.0	0.0	0.0	0.0	0.0	2.0
16354	adiposity	0.0	1.0	0.0	1.0	0.0	2.0
21813	adha	0.0	0.0	0.0	2.0	0.0	2.0
12743	adequate	1.0	0.0	0.0	0.0	1.0	2.0
23770	adem	0.0	0.0	0.0	0.0	2.0	2.0
20019	additionally	0.0	0.0	1.0	0.0	1.0	2.0
21781	addicts	0.0	0.0	0.0	2.0	0.0	2.0
17773	addicted	0.0	1.0	0.0	1.0	0.0	2.0
15367	adaptive	0.0	2.0	0.0	0.0	0.0	2.0
10212	adapting	1.0	1.0	0.0	0.0	0.0	2.0
13487	adaptation	1.0	1.0	0.0	0.0	0.0	2.0
8325	adage	1.0	0.0	1.0	0.0	0.0	2.0
19385	actor	0.0	0.0	1.0	1.0	0.0	2.0
11466	actionable	1.0	0.0	0.0	0.0	1.0	2.0
14858	actin	0.0	2.0	0.0	0.0	0.0	2.0
8638	acter	1.0	0.0	0.0	1.0	0.0	2.0
17329	acronyms	0.0	1.0	0.0	1.0	0.0	2.0
13237	acres	1.0	0.0	0.0	0.0	1.0	2.0
11559	acquisition	1.0	0.0	1.0	0.0	0.0	2.0
11896	acquiring	1.0	0.0	0.0	1.0	0.0	2.0
7483	acquiescence	2.0	0.0	0.0	0.0	0.0	2.0
7828	acquiesced	2.0	0.0	0.0	0.0	0.0	2.0
7260	acquaintances	2.0	0.0	0.0	0.0	0.0	2.0
7396	acquaint	2.0	0.0	0.0	0.0	0.0	2.0
22427	acoustic	0.0	0.0	0.0	1.0	1.0	2.0
7868	acknowl	2.0	0.0	0.0	0.0	0.0	2.0
6528	aching	2.0	0.0	0.0	0.0	0.0	2.0
22360	achieving	0.0	0.0	0.0	1.0	1.0	2.0
15653	achievements	0.0	1.0	1.0	0.0	0.0	2.0
21603	acetyltransferases	0.0	0.0	0.0	2.0	0.0	2.0
6584	accus	2.0	0.0	0.0	0.0	0.0	2.0
19172	accumulate	0.0	0.0	1.0	1.0	0.0	2.0
23644	accreditation	0.0	0.0	0.0	0.0	2.0	2.0
7977	accordance	2.0	0.0	0.0	0.0	0.0	2.0
6535	accomplishment	2.0	0.0	0.0	0.0	0.0	2.0
6590	accompa	2.0	0.0	0.0	0.0	0.0	2.0
6799	accommodated	2.0	0.0	0.0	0.0	0.0	2.0
6524	accidental	2.0	0.0	0.0	0.0	0.0	2.0
23254	accessing	0.0	0.0	0.0	1.0	1.0	2.0
21567	accessed	0.0	0.0	0.0	2.0	0.0	2.0
6485	acceded	2.0	0.0	0.0	0.0	0.0	2.0
21606	academics	0.0	0.0	0.0	2.0	0.0	2.0
23744	ac	0.0	0.0	0.0	0.0	2.0	2.0
7312	abutted	2.0	0.0	0.0	0.0	0.0	2.0
11758	abuses	1.0	1.0	0.0	0.0	0.0	2.0
7064	abstraction	2.0	0.0	0.0	0.0	0.0	2.0
6221	abstracted	2.0	0.0	0.0	0.0	0.0	2.0
8512	abraham	1.0	1.0	0.0	0.0	0.0	2.0
21539	abou	0.0	0.0	0.0	2.0	0.0	2.0
21765	abortion	0.0	0.0	0.0	2.0	0.0	2.0
17871	ably	0.0	1.0	0.0	0.0	1.0	2.0
