	words	D.Copperfield	Q.Universe	U.Physics	A.Brain	Youth	Total
21613	developer	0.0	0.0	0.0	2.0	0.0	2.0
7762	detriment	2.0	0.0	0.0	0.0	0.0	2.0
8001	determina	2.0	0.0	0.0	0.0	0.0	2.0
16360	detectives	0.0	1.0	0.0	0.0	1.0	2.0
7020	detained	2.0	0.0	0.0	0.0	0.0	2.0
9808	detailing	1.0	1.0	0.0	0.0	0.0	2.0
6468	detached	2.0	0.0	0.0	0.0	0.0	2.0
17693	detach	0.0	1.0	0.0	0.0	1.0	2.0
15178	destinations	0.0	2.0	0.0	0.0	0.0	2.0
8823	destina	1.0	0.0	0.0	0.0	1.0	2.0
6877	desti	2.0	0.0	0.0	0.0	0.0	2.0
7286	despon	2.0	0.0	0.0	0.0	0.0	2.0
6838	desper	2.0	0.0	0.0	0.0	0.0	2.0
18680	designer	0.0	0.0	2.0	0.0	0.0	2.0
7876	designation	2.0	0.0	0.0	0.0	0.0	2.0
10841	designated	1.0	0.0	1.0	0.0	0.0	2.0
6948	descrying	2.0	0.0	0.0	0.0	0.0	2.0
6682	descent	2.0	0.0	0.0	0.0	0.0	2.0
7023	descend	2.0	0.0	0.0	0.0	0.0	2.0
8652	dered	1.0	0.0	0.0	1.0	0.0	2.0
7580	deprive	2.0	0.0	0.0	0.0	0.0	2.0
21597	depressive	0.0	0.0	0.0	2.0	0.0	2.0
6155	depreciation	2.0	0.0	0.0	0.0	0.0	2.0
7524	deportment	2.0	0.0	0.0	0.0	0.0	2.0
17071	deployed	0.0	1.0	1.0	0.0	0.0	2.0
7981	deplorable	2.0	0.0	0.0	0.0	0.0	2.0
23640	depletes	0.0	0.0	0.0	0.0	2.0	2.0
17905	depicted	0.0	1.0	0.0	0.0	1.0	2.0
7574	denying	2.0	0.0	0.0	0.0	0.0	2.0
22486	densities	0.0	0.0	0.0	1.0	1.0	2.0
7851	denounced	2.0	0.0	0.0	0.0	0.0	2.0
7635	denite	2.0	0.0	0.0	0.0	0.0	2.0
6465	demple	2.0	0.0	0.0	0.0	0.0	2.0
17762	demonstrates	0.0	1.0	1.0	0.0	0.0	2.0
16406	demise	0.0	1.0	1.0	0.0	0.0	2.0
7150	demeanour	2.0	0.0	0.0	0.0	0.0	2.0
7556	delusive	2.0	0.0	0.0	0.0	0.0	2.0
15265	deltamethrin	0.0	2.0	0.0	0.0	0.0	2.0
13730	delivers	1.0	0.0	0.0	1.0	0.0	2.0
7142	delirium	2.0	0.0	0.0	0.0	0.0	2.0
18678	delhi	0.0	0.0	2.0	0.0	0.0	2.0
21687	delgados	0.0	0.0	0.0	2.0	0.0	2.0
22215	delete	0.0	0.0	0.0	1.0	1.0	2.0
7299	dejection	2.0	0.0	0.0	0.0	0.0	2.0
20004	degraded	0.0	0.0	1.0	0.0	1.0	2.0
7680	defying	2.0	0.0	0.0	0.0	0.0	2.0
12360	deformed	1.0	0.0	1.0	0.0	0.0	2.0
7240	deferential	2.0	0.0	0.0	0.0	0.0	2.0
6243	defenceless	2.0	0.0	0.0	0.0	0.0	2.0
20983	defectives	0.0	0.0	1.0	1.0	0.0	2.0
7737	defeated	2.0	0.0	0.0	0.0	0.0	2.0
10616	defeat	1.0	1.0	0.0	0.0	0.0	2.0
11081	deepening	1.0	0.0	1.0	0.0	0.0	2.0
8029	deepened	2.0	0.0	0.0	0.0	0.0	2.0
11208	deepen	1.0	0.0	1.0	0.0	0.0	2.0
9407	deem	1.0	0.0	0.0	0.0	1.0	2.0
10933	deduce	1.0	0.0	0.0	1.0	0.0	2.0
21990	dedicated	0.0	0.0	0.0	1.0	1.0	2.0
7554	decrees	2.0	0.0	0.0	0.0	0.0	2.0
22240	decreased	0.0	0.0	0.0	1.0	1.0	2.0
17342	decoding	0.0	1.0	0.0	1.0	0.0	2.0
7806	declaring	2.0	0.0	0.0	0.0	0.0	2.0
8263	decks	2.0	0.0	0.0	0.0	0.0	2.0
11743	decisive	1.0	0.0	0.0	0.0	1.0	2.0
17313	deciphering	0.0	1.0	0.0	1.0	0.0	2.0
8058	decient	2.0	0.0	0.0	0.0	0.0	2.0
7098	deciency	2.0	0.0	0.0	0.0	0.0	2.0
8205	deciencies	2.0	0.0	0.0	0.0	0.0	2.0
8418	deci	1.0	0.0	1.0	0.0	0.0	2.0
6618	decently	2.0	0.0	0.0	0.0	0.0	2.0
8123	deceive	2.0	0.0	0.0	0.0	0.0	2.0
12614	dec	1.0	0.0	0.0	0.0	1.0	2.0
6810	debtors	2.0	0.0	0.0	0.0	0.0	2.0
6795	debtor	2.0	0.0	0.0	0.0	0.0	2.0
22713	debilitating	0.0	0.0	0.0	1.0	1.0	2.0
14973	debated	0.0	2.0	0.0	0.0	0.0	2.0
16731	debatable	0.0	1.0	0.0	1.0	0.0	2.0
21770	deane	0.0	0.0	0.0	2.0	0.0	2.0
6934	deance	2.0	0.0	0.0	0.0	0.0	2.0
9699	dealer	1.0	0.0	0.0	0.0	1.0	2.0
22665	deafness	0.0	0.0	0.0	1.0	1.0	2.0
6674	daydreams	2.0	0.0	0.0	0.0	0.0	2.0
6719	dawned	2.0	0.0	0.0	0.0	0.0	2.0
17098	dave	0.0	1.0	0.0	0.0	1.0	2.0
8055	daugh	2.0	0.0	0.0	0.0	0.0	2.0
18677	das	0.0	0.0	2.0	0.0	0.0	2.0
20397	dartmouth	0.0	0.0	1.0	0.0	1.0	2.0
21584	darn	0.0	0.0	0.0	2.0	0.0	2.0
12222	darkens	1.0	0.0	0.0	0.0	1.0	2.0
17969	danubešsame	0.0	1.0	0.0	0.0	1.0	2.0
7119	danc	2.0	0.0	0.0	0.0	0.0	2.0
7898	damask	2.0	0.0	0.0	0.0	0.0	2.0
23635	dallas	0.0	0.0	0.0	0.0	2.0	2.0
23804	da	0.0	0.0	0.0	0.0	2.0	2.0
18902	cyphochilus	0.0	0.0	2.0	0.0	0.0	2.0
22497	cylinder	0.0	0.0	0.0	1.0	1.0	2.0
21595	cyclic	0.0	0.0	0.0	2.0	0.0	2.0
21617	cyberspace	0.0	0.0	0.0	2.0	0.0	2.0
21647	cybernarcissism	0.0	0.0	0.0	2.0	0.0	2.0
21625	cybercommunication	0.0	0.0	0.0	2.0	0.0	2.0
23865	cya	0.0	0.0	0.0	0.0	2.0	2.0
19744	customized	0.0	0.0	1.0	1.0	0.0	2.0
20331	cusp	0.0	0.0	1.0	0.0	1.0	2.0
10132	cushions	1.0	0.0	0.0	1.0	0.0	2.0
6316	curtseyed	2.0	0.0	0.0	0.0	0.0	2.0
7519	curtsey	2.0	0.0	0.0	0.0	0.0	2.0
21720	cursor	0.0	0.0	0.0	2.0	0.0	2.0
6483	currant	2.0	0.0	0.0	0.0	0.0	2.0
7996	curl	2.0	0.0	0.0	0.0	0.0	2.0
15100	cumulative	0.0	2.0	0.0	0.0	0.0	2.0
7090	cultivation	2.0	0.0	0.0	0.0	0.0	2.0
17357	cultivate	0.0	1.0	0.0	0.0	1.0	2.0
8924	cul	1.0	1.0	0.0	0.0	0.0	2.0
21692	cuckoo	0.0	0.0	0.0	2.0	0.0	2.0
16503	cube	0.0	1.0	0.0	0.0	1.0	2.0
6808	ctions	2.0	0.0	0.0	0.0	0.0	2.0
18690	crystalline	0.0	0.0	2.0	0.0	0.0	2.0
20561	crunch	0.0	0.0	1.0	0.0	1.0	2.0
7919	crumbled	2.0	0.0	0.0	0.0	0.0	2.0
15061	cruises	0.0	2.0	0.0	0.0	0.0	2.0
17914	cruiseapril	0.0	1.0	0.0	0.0	1.0	2.0
6536	cruelty	2.0	0.0	0.0	0.0	0.0	2.0
23773	crucially	0.0	0.0	0.0	0.0	2.0	2.0
12468	crowned	1.0	0.0	0.0	1.0	0.0	2.0
18789	crowds	0.0	0.0	2.0	0.0	0.0	2.0
12921	crowding	1.0	0.0	1.0	0.0	0.0	2.0
9684	cropped	1.0	0.0	1.0	0.0	0.0	2.0
8121	crookedly	2.0	0.0	0.0	0.0	0.0	2.0
18155	critter	0.0	1.0	1.0	0.0	0.0	2.0
19418	crisscross	0.0	0.0	1.0	1.0	0.0	2.0
20333	crippling	0.0	0.0	1.0	1.0	0.0	2.0
11229	crevices	1.0	1.0	0.0	0.0	0.0	2.0
18783	creta	0.0	0.0	2.0	0.0	0.0	2.0
8122	creeps	2.0	0.0	0.0	0.0	0.0	2.0
21980	credibility	0.0	0.0	0.0	1.0	1.0	2.0
19020	creations	0.0	0.0	1.0	1.0	0.0	2.0
12274	cream	1.0	1.0	0.0	0.0	0.0	2.0
6478	creak	2.0	0.0	0.0	0.0	0.0	2.0
10100	crayons	1.0	0.0	0.0	0.0	1.0	2.0
6863	cray	2.0	0.0	0.0	0.0	0.0	2.0
7271	crawling	2.0	0.0	0.0	0.0	0.0	2.0
7373	cravats	2.0	0.0	0.0	0.0	0.0	2.0
6644	crape	2.0	0.0	0.0	0.0	0.0	2.0
8601	cracks	1.0	1.0	0.0	0.0	0.0	2.0
7722	crackers	2.0	0.0	0.0	0.0	0.0	2.0
6564	crab	2.0	0.0	0.0	0.0	0.0	2.0
7954	coward	2.0	0.0	0.0	0.0	0.0	2.0
8128	covert	2.0	0.0	0.0	0.0	0.0	2.0
17898	coveries	0.0	1.0	0.0	0.0	1.0	2.0
17231	counterparts	0.0	1.0	1.0	0.0	0.0	2.0
22725	counterpart	0.0	0.0	0.0	1.0	1.0	2.0
6264	counterpane	2.0	0.0	0.0	0.0	0.0	2.0
21551	counteract	0.0	0.0	0.0	2.0	0.0	2.0
8195	counted	2.0	0.0	0.0	0.0	0.0	2.0
7390	counte	2.0	0.0	0.0	0.0	0.0	2.0
7281	counsels	2.0	0.0	0.0	0.0	0.0	2.0
7061	coulnd	2.0	0.0	0.0	0.0	0.0	2.0
11800	cou	1.0	0.0	1.0	0.0	0.0	2.0
8065	cottages	2.0	0.0	0.0	0.0	0.0	2.0
8126	cot	2.0	0.0	0.0	0.0	0.0	2.0
6254	cosily	2.0	0.0	0.0	0.0	0.0	2.0
7867	corroboration	2.0	0.0	0.0	0.0	0.0	2.0
21564	corresponds	0.0	0.0	0.0	2.0	0.0	2.0
13516	correspond	1.0	0.0	0.0	0.0	1.0	2.0
23063	correlates	0.0	0.0	0.0	1.0	1.0	2.0
16920	correlate	0.0	1.0	0.0	0.0	1.0	2.0
6729	correcting	2.0	0.0	0.0	0.0	0.0	2.0
15443	corning	0.0	2.0	0.0	0.0	0.0	2.0
6626	corkscrews	2.0	0.0	0.0	0.0	0.0	2.0
7405	corkscrew	2.0	0.0	0.0	0.0	0.0	2.0
6159	corked	2.0	0.0	0.0	0.0	0.0	2.0
18739	cordero	0.0	0.0	2.0	0.0	0.0	2.0
7662	cordage	2.0	0.0	0.0	0.0	0.0	2.0
21454	coordinates	0.0	0.0	0.0	2.0	0.0	2.0
19497	coordinated	0.0	0.0	1.0	1.0	0.0	2.0
14843	cooperate	0.0	2.0	0.0	0.0	0.0	2.0
6545	coolly	2.0	0.0	0.0	0.0	0.0	2.0
7152	cooler	2.0	0.0	0.0	0.0	0.0	2.0
15033	cooks	0.0	2.0	0.0	0.0	0.0	2.0
6381	convulsive	2.0	0.0	0.0	0.0	0.0	2.0
21471	convulsions	0.0	0.0	0.0	2.0	0.0	2.0
8471	convulsion	1.0	0.0	0.0	1.0	0.0	2.0
6531	convulsed	2.0	0.0	0.0	0.0	0.0	2.0
7104	convivial	2.0	0.0	0.0	0.0	0.0	2.0
23713	convincingly	0.0	0.0	0.0	0.0	2.0	2.0
19707	convince	0.0	0.0	1.0	0.0	1.0	2.0
12053	conversant	1.0	1.0	0.0	0.0	0.0	2.0
7445	convers	2.0	0.0	0.0	0.0	0.0	2.0
7031	conveniently	2.0	0.0	0.0	0.0	0.0	2.0
21678	controller	0.0	0.0	0.0	2.0	0.0	2.0
7784	contrive	2.0	0.0	0.0	0.0	0.0	2.0
9116	contri	1.0	0.0	1.0	0.0	0.0	2.0
7056	contradicted	2.0	0.0	0.0	0.0	0.0	2.0
10004	contracts	1.0	1.0	0.0	0.0	0.0	2.0
19862	contractions	0.0	0.0	1.0	1.0	0.0	2.0
7217	contra	2.0	0.0	0.0	0.0	0.0	2.0
11596	contingent	1.0	0.0	0.0	0.0	1.0	2.0
23666	continental	0.0	0.0	0.0	0.0	2.0	2.0
18828	contexts	0.0	0.0	2.0	0.0	0.0	2.0
8072	contemplat	2.0	0.0	0.0	0.0	0.0	2.0
17887	cont	0.0	1.0	0.0	0.0	1.0	2.0
15885	constructive	0.0	1.0	0.0	0.0	1.0	2.0
11114	construc	1.0	0.0	0.0	0.0	1.0	2.0
7706	constraining	2.0	0.0	0.0	0.0	0.0	2.0
19874	constituted	0.0	0.0	1.0	0.0	1.0	2.0
17452	consortium	0.0	1.0	0.0	1.0	0.0	2.0
21568	consolidated	0.0	0.0	0.0	2.0	0.0	2.0
19695	consolidate	0.0	0.0	1.0	1.0	0.0	2.0
23356	consisting	0.0	0.0	0.0	1.0	1.0	2.0
8243	consigning	2.0	0.0	0.0	0.0	0.0	2.0
6825	consigned	2.0	0.0	0.0	0.0	0.0	2.0
23723	conserved	0.0	0.0	0.0	0.0	2.0	2.0
6488	consequent	2.0	0.0	0.0	0.0	0.0	2.0
7400	consented	2.0	0.0	0.0	0.0	0.0	2.0
7991	consciously	2.0	0.0	0.0	0.0	0.0	2.0
7990	conrming	2.0	0.0	0.0	0.0	0.0	2.0
8015	conrmation	2.0	0.0	0.0	0.0	0.0	2.0
7542	conquered	2.0	0.0	0.0	0.0	0.0	2.0
13540	conquer	1.0	1.0	0.0	0.0	0.0	2.0
17892	connoisseurs	0.0	1.0	0.0	0.0	1.0	2.0
6470	conning	2.0	0.0	0.0	0.0	0.0	2.0
7854	connes	2.0	0.0	0.0	0.0	0.0	2.0
8278	connement	2.0	0.0	0.0	0.0	0.0	2.0
7132	conjunction	2.0	0.0	0.0	0.0	0.0	2.0
9173	conjectured	1.0	0.0	0.0	0.0	1.0	2.0
7911	conicting	2.0	0.0	0.0	0.0	0.0	2.0
6267	conglomeration	2.0	0.0	0.0	0.0	0.0	2.0
19015	confuses	0.0	0.0	1.0	0.0	1.0	2.0
7658	confusedly	2.0	0.0	0.0	0.0	0.0	2.0
7820	confuse	2.0	0.0	0.0	0.0	0.0	2.0
9234	conform	1.0	1.0	0.0	0.0	0.0	2.0
17464	confers	0.0	1.0	0.0	0.0	1.0	2.0
18849	conditioned	0.0	0.0	2.0	0.0	0.0	2.0
6334	condemned	2.0	0.0	0.0	0.0	0.0	2.0
8008	concluding	2.0	0.0	0.0	0.0	0.0	2.0
7870	conciliatory	2.0	0.0	0.0	0.0	0.0	2.0
6362	conceiving	2.0	0.0	0.0	0.0	0.0	2.0
7781	conceit	2.0	0.0	0.0	0.0	0.0	2.0
7776	conagration	2.0	0.0	0.0	0.0	0.0	2.0
7566	comrades	2.0	0.0	0.0	0.0	0.0	2.0
20578	computations	0.0	0.0	1.0	0.0	1.0	2.0
6318	compunction	2.0	0.0	0.0	0.0	0.0	2.0
7235	compulsion	2.0	0.0	0.0	0.0	0.0	2.0
23810	compstat	0.0	0.0	0.0	0.0	2.0	2.0
11989	comprising	1.0	0.0	0.0	1.0	0.0	2.0
7441	compressing	2.0	0.0	0.0	0.0	0.0	2.0
7950	compressed	2.0	0.0	0.0	0.0	0.0	2.0
8623	comprehension	1.0	0.0	0.0	1.0	0.0	2.0
7600	comprehending	2.0	0.0	0.0	0.0	0.0	2.0
6287	compre	2.0	0.0	0.0	0.0	0.0	2.0
7818	compos	2.0	0.0	0.0	0.0	0.0	2.0
16702	complication	0.0	1.0	0.0	1.0	0.0	2.0
8335	compli	1.0	0.0	1.0	0.0	0.0	2.0
6440	completion	2.0	0.0	0.0	0.0	0.0	2.0
18757	completes	0.0	0.0	2.0	0.0	0.0	2.0
13310	completeness	1.0	0.0	0.0	1.0	0.0	2.0
13864	complained	1.0	1.0	0.0	0.0	0.0	2.0
19310	compiled	0.0	0.0	1.0	1.0	0.0	2.0
17336	competitiveness	0.0	1.0	0.0	0.0	1.0	2.0
23676	competitions	0.0	0.0	0.0	0.0	2.0	2.0
15313	competi	0.0	2.0	0.0	0.0	0.0	2.0
16189	compete	0.0	1.0	1.0	0.0	0.0	2.0
7716	compelled	2.0	0.0	0.0	0.0	0.0	2.0
10155	compan	1.0	1.0	0.0	0.0	0.0	2.0
9855	compa	1.0	0.0	0.0	0.0	1.0	2.0
8109	communicated	2.0	0.0	0.0	0.0	0.0	2.0
13677	commotion	1.0	0.0	0.0	1.0	0.0	2.0
6135	committing	2.0	0.0	0.0	0.0	0.0	2.0
11759	commits	1.0	0.0	0.0	1.0	0.0	2.0
15802	commissioned	0.0	1.0	0.0	1.0	0.0	2.0
21670	commerce	0.0	0.0	0.0	2.0	0.0	2.0
8013	commend	2.0	0.0	0.0	0.0	0.0	2.0
6525	commenced	2.0	0.0	0.0	0.0	0.0	2.0
19341	commands	0.0	0.0	1.0	0.0	1.0	2.0
7013	commanding	2.0	0.0	0.0	0.0	0.0	2.0
6533	comic	2.0	0.0	0.0	0.0	0.0	2.0
7904	comforts	2.0	0.0	0.0	0.0	0.0	2.0
6302	comforter	2.0	0.0	0.0	0.0	0.0	2.0
17097	comeback	0.0	1.0	0.0	0.0	1.0	2.0
7320	combs	2.0	0.0	0.0	0.0	0.0	2.0
19494	combinations	0.0	0.0	1.0	0.0	1.0	2.0
9716	combed	1.0	0.0	0.0	0.0	1.0	2.0
21476	coma	0.0	0.0	0.0	2.0	0.0	2.0
21550	colorful	0.0	0.0	0.0	2.0	0.0	2.0
17957	colognekoblenzrüdesheimutrechtwormsspeyerstrasbourg	0.0	1.0	0.0	0.0	1.0	2.0
19910	collections	0.0	0.0	1.0	1.0	0.0	2.0
23856	collec	0.0	0.0	0.0	0.0	2.0	2.0
16542	collapsing	0.0	1.0	1.0	0.0	0.0	2.0
23639	collapsed	0.0	0.0	0.0	0.0	2.0	2.0
23755	collaborator	0.0	0.0	0.0	0.0	2.0	2.0
11756	colder	1.0	1.0	0.0	0.0	0.0	2.0
10207	coin	1.0	0.0	0.0	0.0	1.0	2.0
13808	coiled	1.0	0.0	1.0	0.0	0.0	2.0
6651	cof	2.0	0.0	0.0	0.0	0.0	2.0
18806	coexisted	0.0	0.0	2.0	0.0	0.0	2.0
21585	coded	0.0	0.0	0.0	2.0	0.0	2.0
18904	coatings	0.0	0.0	2.0	0.0	0.0	2.0
23667	co	0.0	0.0	0.0	0.0	2.0	2.0
17697	clump	0.0	1.0	1.0	0.0	0.0	2.0
7512	cloves	2.0	0.0	0.0	0.0	0.0	2.0
6200	cloudy	2.0	0.0	0.0	0.0	0.0	2.0
8079	clouded	2.0	0.0	0.0	0.0	0.0	2.0
9418	closes	1.0	0.0	1.0	0.0	0.0	2.0
21438	clos	0.0	0.0	0.0	2.0	0.0	2.0
21648	clones	0.0	0.0	0.0	2.0	0.0	2.0
6580	clods	2.0	0.0	0.0	0.0	0.0	2.0
20445	clockwise	0.0	0.0	1.0	0.0	1.0	2.0
23176	clive	0.0	0.0	0.0	1.0	1.0	2.0
21676	clinton	0.0	0.0	0.0	2.0	0.0	2.0
19492	clinicians	0.0	0.0	1.0	0.0	1.0	2.0
23796	clini	0.0	0.0	0.0	0.0	2.0	2.0
7625	cling	2.0	0.0	0.0	0.0	0.0	2.0
6356	climbing	2.0	0.0	0.0	0.0	0.0	2.0
8599	climbed	1.0	1.0	0.0	0.0	0.0	2.0
13763	clicking	1.0	0.0	0.0	0.0	1.0	2.0
19089	cliché	0.0	0.0	1.0	0.0	1.0	2.0
16984	cli	0.0	1.0	1.0	0.0	0.0	2.0
9702	cleverly	1.0	0.0	0.0	0.0	1.0	2.0
9692	cleanly	1.0	0.0	0.0	1.0	0.0	2.0
23634	cleaners	0.0	0.0	0.0	0.0	2.0	2.0
9953	cleaned	1.0	1.0	0.0	0.0	0.0	2.0
21682	claudius	0.0	0.0	0.0	2.0	0.0	2.0
21610	classrooms	0.0	0.0	0.0	2.0	0.0	2.0
9875	classics	1.0	0.0	0.0	1.0	0.0	2.0
8049	clasping	2.0	0.0	0.0	0.0	0.0	2.0
12574	clash	1.0	0.0	1.0	0.0	0.0	2.0
12072	clar	1.0	0.0	0.0	1.0	0.0	2.0
18866	claiming	0.0	0.0	2.0	0.0	0.0	2.0
17873	civilizations	0.0	1.0	0.0	0.0	1.0	2.0
15872	cites	0.0	1.0	0.0	1.0	0.0	2.0
16335	circumstantial	0.0	1.0	0.0	0.0	1.0	2.0
7611	circumstanced	2.0	0.0	0.0	0.0	0.0	2.0
10828	circumference	1.0	0.0	0.0	1.0	0.0	2.0
21467	circui	0.0	0.0	0.0	2.0	0.0	2.0
15214	cincinnati	0.0	2.0	0.0	0.0	0.0	2.0
15217	cimex	0.0	2.0	0.0	0.0	0.0	2.0
7592	cigar	2.0	0.0	0.0	0.0	0.0	2.0
21667	ciently	0.0	0.0	0.0	2.0	0.0	2.0
15011	cient	0.0	2.0	0.0	0.0	0.0	2.0
21503	ciated	0.0	0.0	0.0	2.0	0.0	2.0
12989	churches	1.0	1.0	0.0	0.0	0.0	2.0
22416	chronically	0.0	0.0	0.0	1.0	1.0	2.0
6756	christened	2.0	0.0	0.0	0.0	0.0	2.0
15422	christ	0.0	2.0	0.0	0.0	0.0	2.0
8099	chords	2.0	0.0	0.0	0.0	0.0	2.0
7283	chord	2.0	0.0	0.0	0.0	0.0	2.0
9587	chooses	1.0	0.0	1.0	0.0	0.0	2.0
21530	cholinesterase	0.0	0.0	0.0	2.0	0.0	2.0
7984	choke	2.0	0.0	0.0	0.0	0.0	2.0
18596	chipmaker	0.0	0.0	2.0	0.0	0.0	2.0
8632	chilled	1.0	1.0	0.0	0.0	0.0	2.0
6207	chid	2.0	0.0	0.0	0.0	0.0	2.0
23664	chickens	0.0	0.0	0.0	0.0	2.0	2.0
9393	chewed	1.0	0.0	0.0	1.0	0.0	2.0
8264	chests	2.0	0.0	0.0	0.0	0.0	2.0
6611	cherry	2.0	0.0	0.0	0.0	0.0	2.0
7751	cherishing	2.0	0.0	0.0	0.0	0.0	2.0
21804	chen	0.0	0.0	0.0	2.0	0.0	2.0
23793	chemo	0.0	0.0	0.0	0.0	2.0	2.0
6687	cheerily	2.0	0.0	0.0	0.0	0.0	2.0
7594	chattels	2.0	0.0	0.0	0.0	0.0	2.0
18005	chart	0.0	1.0	0.0	1.0	0.0	2.0
7943	charitable	2.0	0.0	0.0	0.0	0.0	2.0
6500	chapte	2.0	0.0	0.0	0.0	0.0	2.0
7668	chang	2.0	0.0	0.0	0.0	0.0	2.0
6565	chanced	2.0	0.0	0.0	0.0	0.0	2.0
6942	championship	2.0	0.0	0.0	0.0	0.0	2.0
7683	champion	2.0	0.0	0.0	0.0	0.0	2.0
7475	champagne	2.0	0.0	0.0	0.0	0.0	2.0
18779	cetiosaurus	0.0	0.0	2.0	0.0	0.0	2.0
21464	cesses	0.0	0.0	0.0	2.0	0.0	2.0
16347	cesarean	0.0	1.0	1.0	0.0	0.0	2.0
15419	cesar	0.0	2.0	0.0	0.0	0.0	2.0
14909	cerium	0.0	2.0	0.0	0.0	0.0	2.0
7865	ceremonious	2.0	0.0	0.0	0.0	0.0	2.0
15321	cereal	0.0	2.0	0.0	0.0	0.0	2.0
23699	ceramic	0.0	0.0	0.0	0.0	2.0	2.0
23866	centimeter	0.0	0.0	0.0	0.0	2.0	2.0
21812	centenarian	0.0	0.0	0.0	2.0	0.0	2.0
8952	cemented	1.0	1.0	0.0	0.0	0.0	2.0
6731	cellars	2.0	0.0	0.0	0.0	0.0	2.0
7723	celestial	2.0	0.0	0.0	0.0	0.0	2.0
16125	celebrities	0.0	1.0	0.0	1.0	0.0	2.0
23824	celebrated	0.0	0.0	0.0	0.0	2.0	2.0
10696	celebrate	1.0	0.0	0.0	0.0	1.0	2.0
23025	cds	0.0	0.0	0.0	1.0	1.0	2.0
18698	cdc	0.0	0.0	2.0	0.0	0.0	2.0
14854	ccd	0.0	2.0	0.0	0.0	0.0	2.0
18802	cavities	0.0	0.0	2.0	0.0	0.0	2.0
11330	cav	1.0	0.0	1.0	0.0	0.0	2.0
11828	cautiously	1.0	0.0	0.0	0.0	1.0	2.0
23775	cautions	0.0	0.0	0.0	0.0	2.0	2.0
15351	causal	0.0	2.0	0.0	0.0	0.0	2.0
18915	catlin	0.0	0.0	2.0	0.0	0.0	2.0
21434	cations	0.0	0.0	0.0	2.0	0.0	2.0
9712	cathe	1.0	0.0	1.0	0.0	0.0	2.0
23629	categories	0.0	0.0	0.0	0.0	2.0	2.0
6163	catechism	2.0	0.0	0.0	0.0	0.0	2.0
23715	cataracts	0.0	0.0	0.0	0.0	2.0	2.0
6662	catalogue	2.0	0.0	0.0	0.0	0.0	2.0
7375	casually	2.0	0.0	0.0	0.0	0.0	2.0
20834	casts	0.0	0.0	1.0	0.0	1.0	2.0
16791	castration	0.0	1.0	0.0	1.0	0.0	2.0
6399	castors	2.0	0.0	0.0	0.0	0.0	2.0
7293	castles	2.0	0.0	0.0	0.0	0.0	2.0
8315	cash	1.0	1.0	0.0	0.0	0.0	2.0
6463	carving	2.0	0.0	0.0	0.0	0.0	2.0
17983	carriers	0.0	1.0	1.0	0.0	0.0	2.0
21592	carrey	0.0	0.0	0.0	2.0	0.0	2.0
8223	carpenter	2.0	0.0	0.0	0.0	0.0	2.0
8116	caring	2.0	0.0	0.0	0.0	0.0	2.0
7498	caressed	2.0	0.0	0.0	0.0	0.0	2.0
7777	carelessly	2.0	0.0	0.0	0.0	0.0	2.0
21561	cardiovascular	0.0	0.0	0.0	2.0	0.0	2.0
15441	carbonite	0.0	2.0	0.0	0.0	0.0	2.0
15471	captures	0.0	1.0	1.0	0.0	0.0	2.0
6501	captives	2.0	0.0	0.0	0.0	0.0	2.0
9178	captivated	1.0	0.0	1.0	0.0	0.0	2.0
21832	capsule	0.0	0.0	0.0	2.0	0.0	2.0
7262	capricious	2.0	0.0	0.0	0.0	0.0	2.0
23651	capita	0.0	0.0	0.0	0.0	2.0	2.0
20747	capillaries	0.0	0.0	1.0	1.0	0.0	2.0
8913	capacities	1.0	0.0	1.0	0.0	0.0	2.0
13232	canoe	1.0	0.0	0.0	1.0	0.0	2.0
8251	cannonading	2.0	0.0	0.0	0.0	0.0	2.0
6517	caning	2.0	0.0	0.0	0.0	0.0	2.0
17360	candy	0.0	1.0	1.0	0.0	0.0	2.0
6553	candour	2.0	0.0	0.0	0.0	0.0	2.0
6964	candidly	2.0	0.0	0.0	0.0	0.0	2.0
6901	canaries	2.0	0.0	0.0	0.0	0.0	2.0
16779	canadian	0.0	1.0	0.0	0.0	1.0	2.0
21897	campbell	0.0	0.0	0.0	1.0	1.0	2.0
7520	camden	2.0	0.0	0.0	0.0	0.0	2.0
7243	calmness	2.0	0.0	0.0	0.0	0.0	2.0
21449	calculus	0.0	0.0	0.0	2.0	0.0	2.0
7890	calamity	2.0	0.0	0.0	0.0	0.0	2.0
8198	calamities	2.0	0.0	0.0	0.0	0.0	2.0
18839	cahill	0.0	0.0	2.0	0.0	0.0	2.0
7195	caesar	2.0	0.0	0.0	0.0	0.0	2.0
9782	cadet	1.0	1.0	0.0	0.0	0.0	2.0
17941	cacioppo	0.0	1.0	0.0	0.0	1.0	2.0
17962	cabins	0.0	1.0	0.0	0.0	1.0	2.0
17880	byzantines	0.0	1.0	0.0	0.0	1.0	2.0
21621	bytes	0.0	0.0	0.0	2.0	0.0	2.0
21475	bypassing	0.0	0.0	0.0	2.0	0.0	2.0
8926	buzz	1.0	0.0	0.0	1.0	0.0	2.0
20629	butterxpert	0.0	0.0	1.0	0.0	1.0	2.0
7588	buting	2.0	0.0	0.0	0.0	0.0	2.0
7125	butchers	2.0	0.0	0.0	0.0	0.0	2.0
